sample_id,official_seq_index,token_id,token,char_start,char_end,raw_text_substring,ids_exact,attention_exact,segments_exact,mapping_status,scope_limit
11,5,2000,to,19,21,to,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,6,2031,have,22,26,have,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,7,2081,made,27,31,made,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,8,2023,this,32,36,this,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,9,2143,film,37,41,film,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,10,2065,if,42,44,if,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,11,1045,i,45,46,I,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,12,2001,was,47,50,was,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,13,1037,a,51,52,a,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
11,14,2472,director,53,61,director,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,1,2030,or,0,2,Or,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,2,4788,worse,3,8,worse,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,3,1010,",",8,9,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,4,2019,an,10,12,an,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,5,3265,individual,13,23,individual,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,6,3130,previously,24,34,previously,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,7,2018,had,35,38,had,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,8,2204,good,39,43,good,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,9,4923,credit,44,50,credit,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,10,1010,",",50,51,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,11,2021,but,52,55,but,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,12,2788,usually,56,63,usually,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,13,2011,by,64,66,by,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,14,2053,no,67,69,no,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,15,6346,fault,70,75,fault,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,16,1997,of,76,78,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,17,2037,their,79,84,their,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,18,2219,own,85,88,own,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,19,1010,",",88,89,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,20,2030,or,90,92,or,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,21,3383,perhaps,93,100,perhaps,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,22,2011,by,101,103,by,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,23,6346,fault,104,109,fault,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,24,1997,of,110,112,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,25,2037,their,113,118,their,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,26,2219,own,119,122,own,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,27,1010,",",122,123,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,28,2027,they,124,128,they,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,29,2031,have,129,133,have,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,30,2292,let,134,137,let,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,31,2037,their,138,143,their,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,32,4923,credit,144,150,credit,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,33,7842,sa,151,153,sa,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,34,2290,##g,153,154,g,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,35,1010,",",154,155,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,36,1998,and,156,159,and,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,37,4923,credit,160,166,credit,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,38,7644,scores,167,173,scores,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,39,2003,is,174,176,is,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,40,2200,very,177,181,very,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,41,2659,low,182,185,low,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
12,42,1012,.,185,186,.,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,1,2005,for,0,3,For,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,2,2742,example,4,11,example,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,3,1010,",",11,12,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,4,1045,i,13,14,I,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,5,2071,could,15,20,could,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,6,2202,take,21,25,take,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,7,1037,a,26,27,a,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,8,2275,set,28,31,set,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,9,1997,of,32,34,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,10,2951,data,35,39,data,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,11,1998,and,40,43,and,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,12,2013,from,44,48,from,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,13,2008,that,49,53,that,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,14,2951,data,54,58,data,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,15,1010,",",58,59,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,16,1045,i,60,61,I,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,17,2064,can,62,65,can,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,18,2424,find,66,70,find,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,19,1037,a,71,72,a,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,20,3276,relationship,73,85,relationship,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,21,2090,between,86,93,between,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,22,2151,any,94,97,any,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,23,2048,two,98,101,two,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,24,1997,of,102,104,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,25,1996,the,105,108,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,26,2445,given,109,114,given,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,27,5876,factors,115,122,factors,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,28,2030,or,123,125,or,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,29,2062,more,126,130,more,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
13,30,1012,.,130,131,.,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,1,2002,he,0,2,He,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,2,2003,is,3,5,is,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,3,1996,the,6,9,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,4,2522,co,10,12,co,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,5,1011,-,12,13,-,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,6,3910,founder,13,20,founder,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,7,1997,of,21,23,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,8,5811,ross,24,28,Ross,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,9,2368,##en,28,30,en,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,10,1998,and,31,34,and,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,11,29525,vet,35,38,Vet,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,12,4570,##tes,38,41,tes,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,13,2063,##e,41,42,e,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,14,3132,limited,43,50,Limited,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,15,1998,and,51,54,and,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,16,1996,the,55,58,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,17,2280,former,59,65,former,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,18,3237,executive,66,75,Executive,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,19,2472,director,76,84,Director,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,20,1997,of,85,87,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,21,6375,uniform,88,95,Uniform,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,22,2345,final,96,101,Final,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,23,7749,examination,102,113,Examination,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,24,1006,(,114,115,(,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,25,1057,u,115,116,U,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,26,7959,##fe,116,118,FE,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,27,1007,),118,119,),True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,28,5352,courses,120,127,courses,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,29,2012,at,128,130,at,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,30,4361,toronto,131,138,Toronto,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,31,1005,',138,139,',True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,32,1055,s,139,140,s,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,33,2259,york,141,145,York,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,34,2118,university,146,156,University,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
14,35,1012,.,156,157,.,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,1,2174,however,0,7,However,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,2,1010,",",7,8,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,3,2750,despite,9,16,despite,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,4,2037,their,17,22,their,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,5,5635,poverty,23,30,poverty,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,6,1010,",",30,31,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,7,1996,the,32,35,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,8,2155,family,36,42,family,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,9,3188,prior,43,48,prior,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,10,25090,##iti,48,51,iti,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,11,4371,##ze,51,53,ze,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,12,2495,education,54,63,education,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,13,2138,because,64,71,because,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,14,2027,they,72,76,they,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,15,3373,believed,77,85,believed,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,16,1999,in,86,88,in,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,17,2049,its,89,92,its,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,18,2373,power,93,98,power,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,19,2000,to,99,101,to,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,20,10938,transform,102,111,transform,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
15,21,3268,lives,112,117,lives,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
16,1,2009,it,0,2,It,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
16,2,1005,',2,3,',True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
16,3,1055,s,3,4,s,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
16,4,1037,a,5,6,a,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
16,5,6659,terrible,7,15,terrible,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
16,6,1010,",",15,16,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
16,7,2023,this,17,21,this,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
16,8,2003,is,22,24,is,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
16,9,1037,a,25,26,a,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
16,10,6659,terrible,27,35,terrible,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
16,11,3185,movie,36,41,movie,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,1,11243,applying,0,8,Applying,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,2,2122,these,9,14,these,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,3,2176,four,15,19,four,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,4,2640,design,20,26,design,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,5,8474,concepts,27,35,concepts,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,6,2000,to,36,38,to,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,7,2115,your,39,43,your,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,8,18216,presentations,44,57,presentations,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,9,2003,is,58,60,is,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,10,3722,simple,61,67,simple,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,11,1010,",",67,68,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,12,3733,easy,69,73,easy,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,13,1998,and,74,77,and,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,14,2097,will,78,82,will,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,15,2191,make,83,87,make,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,16,2111,people,88,94,people,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,17,2228,think,95,100,think,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,18,2017,you,101,104,you,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,19,2357,turned,105,111,turned,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,20,2046,into,112,116,into,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,21,1037,a,117,118,a,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,22,2640,design,119,125,design,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,23,11972,guru,126,130,guru,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
17,24,1012,.,130,131,.,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,1,1011,-,0,1,-,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,2,1998,and,1,4,And,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,3,1999,in,5,7,in,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,4,5842,denmark,8,15,Denmark,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,5,1011,-,16,17,-,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,6,1996,the,18,21,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,7,2034,first,22,27,first,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,8,11275,baltic,28,34,Baltic,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,9,19429,cod,35,38,Cod,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,10,22880,fishery,39,46,fishery,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,11,2038,has,47,50,has,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,12,2042,been,51,55,been,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,13,23794,msc,56,59,MSC,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,14,1516,–,60,61,–,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,15,7378,certified,62,71,certified,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,16,1011,-,72,73,-,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,17,5564,meanwhile,73,82,Meanwhile,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,18,1010,",",82,83,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,19,1996,the,84,87,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,20,17282,fae,88,91,Fae,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,21,3217,##ro,91,93,ro,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,22,6810,##ese,93,96,ese,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,23,11349,mack,97,101,Mack,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,24,7869,##ere,101,104,ere,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,25,2140,##l,104,105,l,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,26,22880,fishery,106,113,Fishery,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,27,2038,has,114,117,has,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,28,2042,been,118,122,been,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,29,6380,denied,123,129,denied,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,30,23794,msc,130,133,MSC,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,31,10618,certification,134,147,certification,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,32,2241,based,148,153,based,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,33,2006,on,154,156,on,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,34,1996,the,157,160,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,35,2755,fact,161,165,fact,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,36,2008,that,166,170,that,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,37,1996,the,171,174,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,38,22880,fishery,175,182,fishery,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,39,2038,has,183,186,has,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,40,3478,failed,187,193,failed,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,41,2000,to,194,196,to,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,42,3362,reach,197,202,reach,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,43,2019,an,203,205,an,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,44,3820,agreement,206,215,agreement,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,45,2006,on,216,218,on,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,46,11349,mack,219,223,mack,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,47,7869,##ere,223,226,ere,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
18,48,2140,##l,226,227,l,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,1,2111,people,0,6,People,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,2,2024,are,7,10,are,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,3,10889,surprisingly,11,23,surprisingly,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,4,2005,for,24,27,for,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,5,23795,##giving,27,33,giving,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,6,9639,brands,34,40,brands,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,7,2043,when,41,45,when,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,8,2027,they,46,50,they,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,9,2219,own,51,54,own,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,10,2039,up,55,57,up,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,11,2000,to,58,60,to,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,12,12051,mistakes,61,69,mistakes,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,13,1010,",",69,70,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,14,1998,and,71,74,and,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,15,6854,unfortunately,75,88,unfortunately,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,16,2070,some,89,93,some,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,17,5223,hate,94,98,hate,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,18,2869,##rs,98,100,rs,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,19,2041,out,101,104,out,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,20,2045,there,105,110,there,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,21,2293,love,111,115,love,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,22,2000,to,116,118,to,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,23,2391,point,119,124,point,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,24,3093,fingers,125,132,fingers,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,25,1998,and,133,136,and,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,26,5376,jump,137,141,jump,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,27,2035,all,142,145,all,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,28,2058,over,146,150,over,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,29,29238,imperfect,151,160,imperfect,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,30,8496,##ions,160,164,ions,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,31,1010,",",164,165,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,32,2021,but,166,169,but,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,33,2005,for,170,173,for,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,34,1996,the,174,177,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,35,2087,most,178,182,most,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,36,2112,part,183,187,part,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,37,1010,",",187,188,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,38,2111,people,189,195,people,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
19,39,3305,understand,196,206,understand,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,1,1998,and,0,3,And,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,2,1997,of,4,6,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,3,2607,course,7,13,course,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
