sample_id,modality,official_seq_index,prior_mapping_status,current_script_immediate_cause,tokenizer_char_offset_candidate_exact,candidate_char_start,candidate_char_end,candidate_token,candidate_raw_text_substring,verified_official_feature_row_mapping,remaining_A_source_provenance_gap
13,audio,19,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,20,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,21,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,22,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,23,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,24,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,25,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,26,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,27,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,28,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,29,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,audio,30,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
13,vision,1,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,2,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,3,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,4,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,5,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,6,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,7,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,8,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,9,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,10,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,11,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,12,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,13,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,14,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,15,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,16,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,17,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,18,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,19,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,20,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,21,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,22,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,23,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,24,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,25,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,26,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,27,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,28,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,29,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
13,vision,30,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_video_PTS_or_feature_support_metadata; raw_video_is_present; upstream recovery_not_assessed
20,text,1,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,0,3,and,And,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,2,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,4,6,of,of,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,3,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,7,13,course,course,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,4,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,13,14,",",",",False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,5,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,15,20,click,click,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,6,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,21,23,in,in,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,7,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,24,27,the,the,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,8,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,28,32,link,link,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,9,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,33,35,of,of,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,10,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,36,39,the,the,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,11,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,40,51,description,description,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,12,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,52,54,of,of,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,13,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,55,59,this,this,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,14,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,60,65,video,video,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,15,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,66,69,for,for,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,16,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,70,74,more,more,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,17,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,74,75,",",",",False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,18,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,76,79,and,and,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,19,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,80,82,we,we,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,20,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,82,83,',',False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,21,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,83,85,ll,ll,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,22,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,86,90,have,have,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,23,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,91,95,more,more,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,24,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,96,100,live,live,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,25,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,101,108,updates,updates,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,26,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,109,112,and,and,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,27,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,113,114,a,a,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,28,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,115,120,stock,stock,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,29,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,121,127,market,market,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,30,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,128,133,video,video,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,31,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,134,135,(,(,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,32,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,135,139,wrap,wrap,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,33,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,139,140,-,-,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,34,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,140,142,up,up,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,35,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,142,143,),),False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,36,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,144,146,at,at,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,37,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,147,150,the,the,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,38,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,151,154,end,end,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,39,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,155,157,of,of,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,40,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,158,161,the,the,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,41,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,162,165,day,day,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,42,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,166,171,today,today,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,text,43,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,True,171,172,.,.,False,raw_text_to_text_bert_token_offset_candidate_available; continuous_text_feature_row_provenance_not_verified
20,audio,1,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,2,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,3,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,4,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,5,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,6,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,7,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,8,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,9,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,10,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,11,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,12,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,13,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,14,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,15,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,16,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,17,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,18,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,19,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,20,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,21,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,22,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,23,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,24,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,25,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,26,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,27,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,28,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
20,audio,29,index_only,B_PRECHECK_UNCONDITIONAL_FAIL_CLOSED_INDEX_ONLY_FALLBACK,NA,,,,,False,PKL_has_no_explicit_per_row_audio_timestamp_or_feature_support_metadata; raw_video_audio_is_present; upstream recovery_not_assessed
